Ticker_Id,Indx_Members,Country,Year,Board size,Board independence,CEO duality,Board meeting attendance,Independence of audit committee,Auditor ratification,Independence of compensation committee,Independence of nomination committee,Shareholder approved poison pill,Dual class unequal voting rights of common shares,Staggered board,Diversity of board,Board duration,Corporate governance score,LogAsset,CAPEXByAsset,CashByAsset,DebtByAsset,PPNEByAsset,RNDByAsset
6098 JT,6098 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.60,0.00,0.05,0.20,0.03,0.00
6273 JT,6273 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,0,1,4,13.65,-0.02,0.33,0.05,0.13,0.02
6301 JT,6301 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,0,1,5,14.74,-0.06,0.04,0.27,0.23,0.02
6326 JT,6326 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,0,1,4,14.43,-0.03,0.05,0.28,0.14,0.02
6367 JT,6367 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,1,1,5,14.37,-0.03,0.11,0.41,0.16,0.02
6501 JT,6501 JT Equity,Japan,2013,1,1,1,1,1,0,1,1,0,1,1,1,1,11,16.10,-0.04,0.05,0.23,0.23,0.03
6503 JT,6503 JT Equity,Japan,2013,1,0,1,0,1,0,1,1,0,1,1,0,1,8,15.04,-0.04,0.09,0.17,0.18,0.05
6594 JT,6594 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,1,1,5,13.82,-0.06,0.19,0.31,0.28,0.03
6702 JT,6702 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,1,1,6,14.93,-0.04,0.07,0.19,0.20,0.08
6752 JT,6752 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,1,1,1,1,1,7,15.50,-0.06,0.09,0.21,0.31,0.09
6758 JT,6758 JT Equity,Japan,2013,1,1,1,0,1,0,0,1,0,1,1,1,1,9,16.47,-0.02,0.06,0.08,0.06,0.03
6861 JT,6861 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,0,1,4,13.53,0.00,0.15,0.00,0.02,0.01
6902 JT,6902 JT Equity,Japan,2013,1,0,0,1,0,0,0,0,0,1,1,0,1,5,15.20,-0.06,0.17,0.13,0.22,0.08
6954 JT,6954 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,0,1,4,14.01,-0.04,0.60,0.00,0.22,0.02
6971 JT,6971 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,0,1,5,14.64,-0.03,0.13,0.01,0.12,0.02
6981 JT,6981 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,0,0,1,3,13.90,-0.07,0.07,0.02,0.30,0.04
6988 JT,6988 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,0,1,4,13.52,-0.07,0.29,0.08,0.29,0.04
7011 JT,7011 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,1,1,6,15.19,-0.03,0.08,0.26,0.20,0.01
7201 JT,7201 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,0,1,4,16.34,-0.04,0.05,0.40,0.34,0.04
7202 JT,7202 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,0,1,4,14.11,-0.04,0.14,0.11,0.37,0.05
7203 JT,7203 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,0,1,5,17.38,-0.02,0.05,0.40,0.19,0.02
7261 JT,7261 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,0,0,1,4,14.50,-0.04,0.15,0.36,0.40,0.05
7267 JT,7267 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,0,1,4,16.43,-0.05,0.09,0.36,0.31,0.04
7269 JT,7269 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,0,1,4,14.73,-0.07,0.11,0.18,0.24,0.05
7270 JT,7270 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,0,1,4,14.27,-0.04,0.18,0.20,0.28,0.03
7741 JT,7741 JT Equity,Japan,2013,1,1,0,0,1,0,1,1,0,1,1,1,1,9,13.33,-0.07,0.40,0.10,0.23,0.03
7751 JT,7751 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,0,1,4,15.26,-0.05,0.19,0.00,0.30,0.07
7974 JT,7974 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,0,1,4,14.19,0.00,0.33,0.00,0.06,0.04
8001 JT,8001 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,0,1,4,15.79,-0.02,0.08,0.39,0.10,0.00
8002 JT,8002 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,1,1,6,15.63,-0.02,0.14,0.45,0.13,0.00
8031 JT,8031 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,1,1,6,16.19,-0.04,0.13,0.43,0.16,0.00
8035 JT,8035 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,0,1,4,13.56,-0.02,0.06,0.01,0.17,0.09
8053 JT,8053 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,0,1,5,15.87,-0.02,0.11,0.50,0.10,0.00
8058 JT,8058 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,1,1,6,16.53,-0.04,0.09,0.39,0.15,0.00
8113 JT,8113 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,0,0,1,3,13.19,-0.09,0.14,0.16,0.30,0.01
8267 JT,8267 JT Equity,Japan,2013,1,1,1,0,1,0,1,1,1,1,1,1,1,11,15.56,-0.06,0.08,0.29,0.34,0.00
8306 JT,8306 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,0,1,1,5,19.27,0.00,0.05,0.25,0.01,NA
8308 JT,8308 JT Equity,Japan,2013,1,1,0,1,1,0,1,1,0,1,1,1,1,10,17.58,0.00,0.08,0.05,0.01,NA
8309 JT,8309 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,0,1,5,17.45,0.00,0.10,0.11,0.01,NA
8316 JT,8316 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,0,1,5,18.82,0.00,0.07,0.19,0.01,NA
8411 JT,8411 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,0,1,4,18.99,0.00,0.07,0.32,0.01,NA
8591 JT,8591 JT Equity,Japan,2013,1,0,0,1,1,0,1,1,0,1,1,1,1,9,15.95,-0.09,0.10,0.53,0.01,NA
8601 JT,8601 JT Equity,Japan,2013,1,0,1,0,1,0,1,1,0,1,1,1,1,9,16.76,0.00,0.06,0.69,0.02,NA
8604 JT,8604 JT Equity,Japan,2013,1,1,1,1,1,0,0,1,0,1,0,1,1,9,17.45,-0.01,0.02,0.88,0.01,NA
8630 JT,8630 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,1,1,5,16.03,0.00,0.06,0.03,0.04,NA
8725 JT,8725 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,1,1,5,16.58,0.00,0.03,0.02,0.03,NA
8750 JT,8750 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,0,1,1,5,17.39,0.00,0.01,0.02,0.03,NA
8766 JT,8766 JT Equity,Japan,2013,1,0,1,0,0,0,1,1,0,1,1,0,1,7,16.71,0.00,0.02,0.09,0.02,NA
8795 JT,8795 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,0,1,1,4,16.43,0.00,0.03,0.01,0.02,NA
8801 JT,8801 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,0,1,5,15.29,-0.02,0.02,0.49,0.56,0.00
8802 JT,8802 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,1,1,1,0,1,6,15.37,-0.04,0.04,0.44,0.68,0.00
8830 JT,8830 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,1,1,1,0,1,6,15.23,-0.01,0.05,0.68,0.65,0.00
9020 JT,9020 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,0,1,5,15.79,-0.07,0.01,0.46,0.82,0.00
9021 JT,9021 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,1,1,6,14.78,-0.06,0.02,0.40,0.81,0.00
9022 JT,9022 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,0,1,5,15.47,-0.05,0.01,0.51,0.88,0.01
9064 JT,9064 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,0,1,4,13.76,-0.05,0.22,0.10,0.40,0.00
9201 JT,9201 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,1,1,6,14.01,-0.10,0.29,0.13,0.41,0.00
9202 JT,9202 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,0,1,5,14.58,-0.07,0.04,0.42,0.56,0.00
9432 JT,9432 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,0,1,5,16.79,-0.08,0.05,0.21,0.50,0.01
9433 JT,9433 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,0,1,5,15.22,-0.08,0.02,0.24,0.45,0.01
9437 JT,9437 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,0,1,4,15.79,-0.07,0.07,0.04,0.35,0.02
9502 JT,9502 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,1,1,6,15.59,-0.06,0.02,0.56,0.66,0.00
9503 JT,9503 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,0,1,5,15.85,-0.06,0.02,0.55,0.60,0.00
9531 JT,9531 JT Equity,Japan,2013,1,0,1,0,0,0,0,0,0,1,1,0,1,5,14.50,-0.08,0.04,0.32,0.57,0.00
9532 JT,9532 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,0,1,4,14.26,-0.06,0.06,0.34,0.53,0.01
9735 JT,9735 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,0,1,4,14.04,-0.05,0.18,0.06,0.29,0.01
9843 JT,9843 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,1,1,1,0,1,5,12.56,-0.08,0.06,0.06,0.56,0.00
9983 JT,9983 JT Equity,Japan,2013,1,1,0,0,0,0,0,0,0,1,1,0,1,5,13.71,-0.03,0.33,0.04,0.10,0.00
9984 JT,9984 JT Equity,Japan,2013,1,0,0,0,0,0,0,0,0,1,1,0,1,4,15.79,-0.08,0.19,0.51,0.25,0.00
000030 KS,000030 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19.34,0.06,0.06,0.14,0.01,NA
000100 KS,000100 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.23,0.18,0.18,0.03,0.15,0.04
000120 KS,000120 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.34,0.02,0.02,0.36,0.39,NA
000150 KS,000150 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17.25,0.04,0.04,0.41,0.28,NA
000210 KS,000210 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.19,0.14,0.14,0.17,0.13,0.01
000270 KS,000270 KS Equity,South Korea,2013,1,1,0,0,1,0,0,1,0,1,0,0,1,6,17.40,0.06,0.06,0.09,0.27,0.02
000660 KS,000660 KS Equity,South Korea,2013,1,1,1,0,1,0,0,1,0,1,0,0,1,7,16.85,0.03,0.03,0.22,0.58,0.06
000670 KS,000670 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.19,0.02,0.02,0.08,0.32,0.01
000720 KS,000720 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.50,0.13,0.13,0.16,0.11,NA
000810 KS,000810 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17.65,0.02,0.02,0.00,0.02,NA
000880 KS,000880 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18.55,0.02,0.02,0.09,0.09,0.00
001040 KS,001040 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.91,0.06,0.06,0.40,0.40,0.01
001450 KS,001450 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.88,0.04,0.04,0.00,0.03,NA
001800 KS,001800 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.91,0.08,0.08,0.37,0.57,NA
002380 KS,002380 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.77,0.10,0.10,0.14,0.37,0.01
002790 KS,002790 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.41,0.07,0.07,0.03,0.46,0.02
003490 KS,003490 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.95,0.05,0.05,0.67,0.68,NA
003550 KS,003550 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.62,0.04,0.04,0.11,0.14,0.01
004020 KS,004020 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17.20,0.03,0.03,0.44,0.66,0.00
004170 KS,004170 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.83,0.00,0.00,0.32,0.61,0.00
004370 KS,004370 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.61,0.05,0.05,0.04,0.48,0.01
004800 KS,004800 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.43,0.03,0.03,0.60,0.40,0.01
004990 KS,004990 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.30,0.04,0.04,0.12,0.31,0.00
005300 KS,005300 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.19,0.03,0.03,0.18,0.41,0.00
005380 KS,005380 KS Equity,South Korea,2013,1,1,0,0,1,0,0,1,0,1,0,0,1,6,18.71,0.05,0.05,0.36,0.16,0.01
005490 KS,005490 KS Equity,South Korea,2013,1,1,1,1,1,0,1,1,0,1,0,0,1,9,18.25,0.05,0.05,0.31,0.42,0.01
005830 KS,005830 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17.15,0.01,0.01,0.01,0.01,NA
005930 KS,005930 KS Equity,South Korea,2013,1,1,0,1,1,0,1,1,0,1,0,1,1,9,19.18,0.08,0.08,0.05,0.35,0.07
005940 KS,005940 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17.12,0.00,0.00,0.74,0.01,NA
006400 KS,006400 KS Equity,South Korea,2013,1,1,0,0,1,0,0,1,0,1,0,1,1,7,16.17,0.07,0.07,0.11,0.17,0.04
006800 KS,006800 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17.05,0.03,0.03,0.41,0.01,NA
007070 KS,007070 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.87,0.01,0.01,0.21,0.25,0.00
007310 KS,007310 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.00,0.15,0.15,0.09,0.42,NA
008770 KS,008770 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.35,0.13,0.13,0.34,0.38,0.00
008930 KS,008930 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.27,0.01,0.01,0.03,0.03,0.00
009150 KS,009150 KS Equity,South Korea,2013,1,1,0,0,1,0,0,1,0,1,0,0,1,6,15.79,0.10,0.10,0.22,0.41,0.07
009240 KS,009240 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.13,0.05,0.05,0.05,0.26,NA
009540 KS,009540 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17.79,0.03,0.03,0.30,0.30,0.01
009830 KS,009830 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.37,0.07,0.07,0.43,0.47,0.00
010060 KS,010060 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.80,0.05,0.05,0.33,0.65,0.01
010130 KS,010130 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.45,0.08,0.08,0.03,0.36,NA
010140 KS,010140 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.67,0.05,0.05,0.17,0.30,0.01
010950 KS,010950 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.29,0.05,0.05,0.27,0.32,0.00
011070 KS,011070 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.34,0.09,0.09,0.47,0.46,0.06
011170 KS,011170 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.18,0.09,0.09,0.23,0.39,0.00
011210 KS,011210 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.40,0.07,0.07,0.20,0.33,0.01
011780 KS,011780 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.25,0.02,0.02,0.48,0.53,0.01
012330 KS,012330 KS Equity,South Korea,2013,1,1,0,0,1,0,0,1,0,1,0,0,1,6,17.35,0.07,0.07,0.09,0.11,0.01
012450 KS,012450 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.05,0.08,0.08,0.19,0.19,0.06
012630 KS,012630 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.68,0.05,0.05,0.37,0.14,0.00
012750 KS,012750 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.96,0.08,0.08,0.00,0.38,0.02
015760 KS,015760 KS Equity,South Korea,2013,1,1,1,1,1,0,0,1,0,1,0,0,1,8,18.86,0.01,0.01,0.40,0.83,0.01
016360 KS,016360 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.78,0.01,0.01,0.29,0.00,NA
017670 KS,017670 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17.10,0.05,0.05,0.25,0.38,0.01
018260 KS,018260 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.48,0.14,0.14,0.01,0.20,0.02
018880 KS,018880 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.90,0.12,0.12,0.10,0.33,0.06
021240 KS,021240 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.33,0.14,0.14,0.20,0.38,0.02
023530 KS,023530 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17.48,0.03,0.03,0.33,0.41,0.00
024110 KS,024110 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19.17,0.04,0.04,0.50,0.01,NA
027410 KS,027410 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.96,0.17,0.17,0.09,0.33,NA
028260 KS,028260 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.96,0.02,0.02,0.27,0.25,NA
029780 KS,029780 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.62,0.02,0.02,0.48,0.02,NA
030000 KS,030000 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.35,0.15,0.15,0.01,0.07,NA
030200 KS,030200 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17.37,0.06,0.06,0.33,0.47,0.01
032640 KS,032640 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.28,0.03,0.03,0.39,0.54,0.01
032830 KS,032830 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19.04,0.01,0.01,0.00,0.01,NA
033780 KS,033780 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.77,0.05,0.05,0.02,0.23,0.00
034020 KS,034020 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17.14,0.03,0.03,0.41,0.26,0.02
034220 KS,034220 KS Equity,South Korea,2013,1,1,1,0,1,0,0,1,0,1,0,0,1,7,16.89,0.05,0.05,0.18,0.54,0.08
034730 KS,034730 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.43,0.05,0.05,0.33,0.09,0.00
035250 KS,035250 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.95,0.05,0.05,0.00,0.45,NA
035420 KS,035420 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.81,0.16,0.16,0.13,0.29,0.37
035720 KS,035720 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12.29,0.10,0.10,0.00,0.09,0.02
036460 KS,036460 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17.59,0.01,0.01,0.67,0.51,0.00
036570 KS,036570 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.21,0.08,0.08,0.00,0.17,0.09
047040 KS,047040 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.13,0.04,0.04,0.30,0.07,NA
047050 KS,047050 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.93,0.02,0.02,0.48,0.08,0.00
047810 KS,047810 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.50,0.07,0.07,0.14,0.25,NA
051600 KS,051600 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.64,0.07,0.07,0.00,0.37,NA
051900 KS,051900 KS Equity,South Korea,2013,1,1,0,0,1,0,0,0,0,1,0,0,1,5,15.05,0.04,0.04,0.33,0.30,0.02
051910 KS,051910 KS Equity,South Korea,2013,1,1,1,0,1,0,0,1,0,1,0,0,1,7,16.67,0.08,0.08,0.17,0.49,0.03
055550 KS,055550 KS Equity,South Korea,2013,1,1,1,1,1,0,1,1,0,1,0,0,1,9,19.56,0.03,0.03,0.21,0.01,NA
066570 KS,066570 KS Equity,South Korea,2013,1,1,1,1,1,0,0,1,0,1,0,0,1,8,17.39,0.07,0.07,0.26,0.29,0.10
068270 KS,068270 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.50,0.04,0.04,0.38,0.36,0.08
069960 KS,069960 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.54,0.01,0.01,0.13,0.67,0.00
071050 KS,071050 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.85,0.02,0.02,0.72,0.02,NA
078930 KS,078930 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.35,0.05,0.05,0.28,0.18,0.00
086280 KS,086280 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.44,0.14,0.14,0.27,0.30,NA
086790 KS,086790 KS Equity,South Korea,2013,1,1,1,0,1,0,1,1,0,1,0,1,1,9,19.50,0.07,0.07,0.18,0.01,NA
088350 KS,088350 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18.17,0.00,0.00,0.00,0.02,NA
090430 KS,090430 KS Equity,South Korea,2013,1,1,0,0,1,0,0,1,0,1,0,0,1,6,15.04,0.09,0.09,0.05,0.57,0.02
096770 KS,096770 KS Equity,South Korea,2013,1,1,1,1,1,0,0,1,0,1,0,0,1,8,17.38,0.08,0.08,0.25,0.41,0.00
097950 KS,097950 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.38,0.03,0.03,0.45,0.48,0.01
105560 KS,105560 KS Equity,South Korea,2013,1,1,1,0,1,0,1,1,0,1,0,0,1,8,19.49,0.02,0.02,0.14,0.01,NA
128940 KS,128940 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.69,0.07,0.07,0.32,0.29,0.13
138930 KS,138930 KS Equity,South Korea,2013,1,1,0,1,1,0,1,1,0,1,0,0,1,8,17.66,0.02,0.02,0.19,0.01,NA
139480 KS,139480 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.38,0.01,0.01,0.27,0.67,0.00
161390 KS,161390 KS Equity,South Korea,2013,1,1,0,0,1,0,0,1,0,1,1,0,1,7,15.87,0.09,0.09,0.33,0.45,0.02
207940 KS,207940 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.39,0.16,0.16,0.19,0.58,0.23
251270 KS,251270 KS Equity,South Korea,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12.15,0.21,0.21,0.27,0.09,NA
AAV TB,AAV TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.71,-0.04,0.04,0.18,0.24,0.00
ADVANC TB,ADVANC TB Equity,Thailand,2013,1,0,1,1,1,0,0,1,0,1,0,1,1,8,11.63,-0.25,0.10,0.22,0.50,0.00
AMATA TB,AMATA TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.01,-0.01,0.05,0.35,0.53,0.00
ANAN TB,ANAN TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.43,-0.01,0.19,0.34,0.05,0.00
AOT TB,AOT TB Equity,Thailand,2013,1,1,1,1,1,0,1,1,0,1,0,1,1,10,11.94,-0.02,0.04,0.27,0.60,0.00
AP TB,AP TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.45,0.00,0.03,0.45,0.02,0.00
BA TB,BA TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.32,-0.02,0.08,0.49,0.21,NA
BANPU TB,BANPU TB Equity,Thailand,2013,1,1,1,1,1,0,0,0,0,1,0,0,1,7,12.36,-0.03,0.06,0.45,0.49,0.00
BBL TB,BBL TB Equity,Thailand,2013,1,1,1,1,1,0,0,1,0,1,0,1,1,9,14.77,0.00,0.02,0.11,0.01,NA
BCH TB,BCH TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.21,-0.21,0.10,0.42,0.74,0.00
BCP TB,BCP TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.21,-0.07,0.09,0.30,0.47,0.00
BCPG TB,BCPG TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
BDMS TB,BDMS TB Equity,Thailand,2013,1,1,1,1,1,0,1,1,0,1,0,1,1,10,11.24,-0.10,0.05,0.30,0.52,0.00
BEAUTY TB,BEAUTY TB Equity,Thailand,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.04,-0.04,0.17,0.00,0.15,0.00
BEC TB,BEC TB Equity,Thailand,2013,1,1,1,1,1,0,0,0,0,1,0,1,1,8,9.41,-0.01,0.21,0.02,0.03,0.00
