Ticker_Id,Indx_Members,Country,Year,Board size,Board independence,CEO duality,Board meeting attendance,Independence of audit committee,Auditor ratification,Independence of compensation committee,Independence of nomination committee,Shareholder approved poison pill,Dual class unequal voting rights of common shares,Staggered board,Diversity of board,Board duration,Corporate governance score,LogAsset,CAPEXByAsset,CashByAsset,DebtByAsset,PPNEByAsset,RNDByAsset
600887 CH,600887 CH Equity,China,2016,1,1,0,1,0,0,0,0,0,0,1,1,0,5,10.58,-0.09,0.34,0.01,0.39,0.00
600893 CH,600893 CH Equity,China,2016,1,1,1,1,0,0,0,0,0,0,1,0,1,6,10.81,-0.05,0.12,0.45,0.38,0.01
600895 CH,600895 CH Equity,China,2016,1,0,1,1,0,0,0,0,0,0,1,0,1,5,9.85,0.00,0.11,0.39,0.25,0.00
600900 CH,600900 CH Equity,China,2016,1,1,1,1,0,0,0,0,0,0,1,1,0,6,12.61,-0.01,0.01,0.31,0.90,0.00
600909 CH,600909 CH Equity,China,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.45,0.00,0.31,0.18,0.02,0.00
600919 CH,600919 CH Equity,China,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.28,0.00,0.08,0.36,0.00,NA
600926 CH,600926 CH Equity,China,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.49,0.00,0.10,0.40,0.00,NA
600958 CH,600958 CH Equity,China,2016,1,1,1,1,1,1,1,1,0,0,1,1,0,10,12.27,0.00,0.21,0.58,0.01,0.00
600977 CH,600977 CH Equity,China,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.57,-0.04,0.52,0.00,0.19,0.00
600999 CH,600999 CH Equity,China,2016,1,1,1,1,1,1,1,1,0,0,1,1,0,10,12.40,0.00,0.25,0.40,0.01,0.00
601006 CH,601006 CH Equity,China,2016,1,1,1,1,1,0,0,0,0,0,1,0,1,7,11.72,-0.02,0.09,0.15,0.63,0.00
601009 CH,601009 CH Equity,China,2016,1,1,1,1,0,0,0,0,0,0,1,0,0,5,13.88,0.00,0.09,0.30,0.01,NA
601012 CH,601012 CH Equity,China,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.86,-0.11,0.27,0.23,0.32,0.03
601018 CH,601018 CH Equity,China,2016,1,1,1,1,0,0,0,0,0,0,1,0,0,5,10.97,-0.03,0.10,0.30,0.62,0.00
601088 CH,601088 CH Equity,China,2016,1,1,1,1,1,1,0,1,0,0,1,1,0,9,13.27,-0.05,0.07,0.18,0.68,0.00
601099 CH,601099 CH Equity,China,2016,1,1,1,1,1,0,0,1,0,0,1,1,1,9,10.61,0.00,0.16,0.53,0.01,0.00
601108 CH,601108 CH Equity,China,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.91,0.00,0.28,0.40,0.01,NA
601111 CH,601111 CH Equity,China,2016,1,1,1,1,1,1,1,1,0,0,1,0,1,10,12.32,-0.04,0.03,0.47,0.72,0.00
601116 CH,601116 CH Equity,China,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.89,-0.05,0.31,0.00,0.41,0.00
601117 CH,601117 CH Equity,China,2016,1,0,1,1,0,0,0,0,0,0,1,0,0,4,11.34,-0.01,0.24,0.09,0.16,0.02
601155 CH,601155 CH Equity,China,2016,1,1,0,1,1,0,0,1,0,0,1,0,1,7,11.54,-0.03,0.11,0.23,0.15,0.00
601166 CH,601166 CH Equity,China,2016,1,1,1,1,0,0,0,0,0,0,1,0,1,6,15.62,0.00,0.08,0.48,0.00,NA
601169 CH,601169 CH Equity,China,2016,1,1,1,0,1,0,0,1,0,0,1,1,0,7,14.57,0.00,0.08,0.37,0.00,NA
601186 CH,601186 CH Equity,China,2016,1,1,1,1,1,1,0,1,0,0,1,1,1,10,13.54,-0.04,0.16,0.25,0.07,0.01
601198 CH,601198 CH Equity,China,2016,1,0,0,1,0,0,0,0,0,0,1,1,0,4,11.19,0.00,0.17,0.43,0.00,0.00
601211 CH,601211 CH Equity,China,2016,1,1,1,1,1,0,1,1,0,0,1,1,0,9,12.93,0.00,0.33,0.34,0.01,NA
601212 CH,601212 CH Equity,China,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.70,-0.03,0.09,0.43,0.24,0.01
601216 CH,601216 CH Equity,China,2016,1,1,0,1,0,0,0,0,0,0,1,1,0,5,9.80,-0.01,0.03,0.13,0.44,0.01
601225 CH,601225 CH Equity,China,2016,1,1,1,1,0,0,0,0,0,0,1,1,1,7,11.45,-0.02,0.11,0.29,0.50,0.00
601228 CH,601228 CH Equity,China,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.95,-0.03,0.05,0.24,0.77,0.00
601229 CH,601229 CH Equity,China,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.38,0.00,0.08,0.30,0.00,NA
601238 CH,601238 CH Equity,China,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.32,-0.06,0.24,0.19,0.17,0.03
601288 CH,601288 CH Equity,China,2016,1,1,1,1,1,1,1,1,0,0,1,1,1,11,16.79,0.00,0.14,0.11,0.01,NA
601318 CH,601318 CH Equity,China,2016,1,1,0,1,1,1,1,1,0,0,1,1,1,10,15.53,0.00,0.08,0.18,0.01,NA
601328 CH,601328 CH Equity,China,2016,1,1,1,1,1,1,1,1,0,0,1,1,0,10,15.94,0.00,0.12,0.29,0.01,NA
601336 CH,601336 CH Equity,China,2016,1,1,0,1,1,1,1,1,0,1,1,1,1,11,13.46,0.00,0.02,0.08,0.01,NA
601360 CH,601360 CH Equity,China,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.94,-0.02,0.16,0.04,0.21,0.04
601375 CH,601375 CH Equity,China,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.61,0.00,0.30,0.40,0.01,0.00
601377 CH,601377 CH Equity,China,2016,1,1,1,1,1,0,1,0,0,0,1,1,1,9,11.82,0.00,0.19,0.43,0.00,0.00
601390 CH,601390 CH Equity,China,2016,1,1,1,1,1,1,1,1,0,0,1,0,1,10,13.53,-0.02,0.15,0.26,0.09,0.01
601398 CH,601398 CH Equity,China,2016,1,1,1,1,1,0,1,1,0,0,1,1,1,10,17.00,0.00,0.14,0.12,0.01,NA
601555 CH,601555 CH Equity,China,2016,1,0,0,1,1,0,1,1,0,0,1,1,0,7,11.40,0.00,0.22,0.36,0.01,0.00
601600 CH,601600 CH Equity,China,2016,1,1,1,1,1,1,0,1,0,0,1,1,1,10,12.16,-0.03,0.12,0.56,0.54,0.00
601601 CH,601601 CH Equity,China,2016,1,1,1,1,1,0,1,1,0,0,1,1,1,10,13.84,-0.01,0.01,0.05,0.02,NA
601607 CH,601607 CH Equity,China,2016,1,1,1,1,1,1,1,1,0,0,1,1,1,11,11.32,-0.03,0.13,0.20,0.10,0.00
601611 CH,601611 CH Equity,China,2016,1,1,1,1,0,0,0,0,0,0,1,0,1,6,11.11,-0.01,0.09,0.28,0.06,0.01
601618 CH,601618 CH Equity,China,2016,1,1,1,1,1,1,0,1,0,0,1,0,1,9,12.84,-0.01,0.12,0.30,0.11,0.02
601628 CH,601628 CH Equity,China,2016,1,1,1,1,1,1,0,1,0,1,0,1,1,10,14.81,0.00,0.01,0.05,0.01,NA
601633 CH,601633 CH Equity,China,2016,1,1,1,1,1,1,0,1,0,0,1,1,1,10,11.43,-0.07,0.02,0.05,0.35,0.03
601668 CH,601668 CH Equity,China,2016,1,1,1,1,0,0,0,0,0,0,1,0,0,5,14.15,-0.01,0.22,0.26,0.06,0.01
601669 CH,601669 CH Equity,China,2016,1,1,1,1,0,0,0,0,0,0,1,0,0,5,13.12,-0.11,0.16,0.42,0.21,0.01
601688 CH,601688 CH Equity,China,2016,1,1,0,1,1,0,0,1,0,0,1,1,0,7,12.90,0.00,0.28,0.26,0.01,0.00
601699 CH,601699 CH Equity,China,2016,1,1,1,1,0,0,0,0,0,0,1,1,0,6,10.97,-0.02,0.11,0.40,0.41,0.00
601718 CH,601718 CH Equity,China,2016,1,1,1,1,0,0,0,0,0,0,1,1,1,7,10.20,-0.05,0.12,0.21,0.35,0.01
601727 CH,601727 CH Equity,China,2016,1,1,0,1,1,1,0,1,0,0,1,1,0,8,12.14,-0.01,0.16,0.09,0.11,NA
601766 CH,601766 CH Equity,China,2016,1,1,1,1,1,0,1,1,0,0,1,0,1,9,12.73,-0.03,0.12,0.12,0.24,0.03
601788 CH,601788 CH Equity,China,2016,1,1,0,1,1,0,1,1,0,0,1,0,1,8,12.09,0.00,0.05,0.35,0.00,0.00
601800 CH,601800 CH Equity,China,2016,1,1,1,1,1,1,0,1,0,1,1,0,1,10,13.59,-0.01,0.14,0.34,0.10,0.01
601818 CH,601818 CH Equity,China,2016,1,1,1,1,1,0,1,1,0,0,1,1,1,10,15.21,0.00,0.09,0.30,0.00,NA
601828 CH,601828 CH Equity,China,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601838 CH,601838 CH Equity,China,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.80,0.00,0.13,0.10,0.00,NA
601857 CH,601857 CH Equity,China,2016,1,1,1,1,1,1,0,1,0,1,1,0,1,10,14.69,-0.08,0.04,0.22,0.75,0.01
601878 CH,601878 CH Equity,China,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.89,0.00,0.35,0.39,0.02,0.00
601881 CH,601881 CH Equity,China,2016,1,0,1,1,1,1,1,1,0,1,1,0,0,9,12.41,0.00,0.28,0.34,0.00,0.00
601888 CH,601888 CH Equity,China,2016,1,1,1,1,0,0,0,0,0,0,1,0,0,5,9.76,-0.01,0.51,0.01,0.16,0.00
601899 CH,601899 CH Equity,China,2016,1,0,1,1,1,1,1,1,0,1,1,1,1,11,11.40,-0.06,0.05,0.48,0.43,0.00
601901 CH,601901 CH Equity,China,2016,1,1,1,1,1,0,0,1,0,0,1,1,1,9,11.93,0.00,0.21,0.42,0.00,0.00
601919 CH,601919 CH Equity,China,2016,1,1,1,1,1,1,0,1,0,1,0,1,1,10,11.69,-0.05,0.27,0.48,0.42,0.00
601933 CH,601933 CH Equity,China,2016,1,1,1,1,0,0,0,0,0,0,1,1,1,7,10.29,-0.05,0.27,0.00,0.13,0.00
601939 CH,601939 CH Equity,China,2016,1,1,1,1,1,1,1,1,0,1,0,1,1,11,16.86,0.00,0.14,0.13,0.01,NA
601985 CH,601985 CH Equity,China,2016,1,1,1,1,0,0,0,0,0,0,1,1,1,7,12.55,-0.08,0.03,0.64,0.84,0.00
601988 CH,601988 CH Equity,China,2016,1,1,1,1,1,1,1,1,0,1,1,0,1,11,16.71,0.00,0.13,0.16,0.01,NA
601989 CH,601989 CH Equity,China,2016,1,1,1,1,0,0,0,0,0,0,1,1,0,6,12.12,-0.01,0.30,0.35,0.25,0.02
601992 CH,601992 CH Equity,China,2016,1,1,1,1,1,1,1,1,0,1,1,0,1,11,12.25,-0.02,0.12,0.40,0.35,0.00
601997 CH,601997 CH Equity,China,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12.83,0.00,0.12,0.22,0.01,NA
601998 CH,601998 CH Equity,China,2016,1,1,1,1,1,1,1,1,0,1,1,1,0,11,15.60,0.00,0.09,0.25,0.00,NA
603160 CH,603160 CH Equity,China,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.08,-0.01,0.34,0.00,0.06,0.10
603260 CH,603260 CH Equity,China,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.91,-0.07,0.11,0.44,0.66,0.01
603305 CH,603305 CH Equity,China,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6.61,-0.16,0.13,0.15,0.50,0.03
603589 CH,603589 CH Equity,China,2016,1,1,0,1,0,0,0,0,0,0,1,1,1,6,8.65,-0.03,0.09,0.04,0.31,0.00
603659 CH,603659 CH Equity,China,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.57,-0.09,0.14,0.04,0.17,0.04
603799 CH,603799 CH Equity,China,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.27,-0.03,0.17,0.41,0.38,0.00
603858 CH,603858 CH Equity,China,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.83,-0.04,0.20,0.00,0.12,0.02
603993 CH,603993 CH Equity,China,2016,1,1,1,1,1,1,0,1,0,0,1,0,0,8,11.38,-0.01,0.10,0.38,0.32,0.00
ABB IB,ABB IB Equity,India,2016,1,1,1,1,1,1,0,1,0,1,0,1,0,9,11.26,-0.02,0.15,0.08,0.16,0.00
ACC IB,ACC IB Equity,India,2016,1,1,1,1,1,1,1,1,0,1,0,1,1,11,11.81,-0.04,0.14,0.00,0.58,0.00
ACEM IB,ACEM IB Equity,India,2016,1,1,1,1,1,1,0,1,0,1,0,1,1,10,12.70,-0.03,0.14,0.00,0.43,NA
ADSEZ IB,ADSEZ IB Equity,India,2016,1,1,0,1,1,0,0,1,0,1,0,1,0,7,12.86,-0.06,0.03,0.49,0.48,0.00
AL IB,AL IB Equity,India,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12.31,-0.01,0.08,0.50,0.21,0.01
APHS IB,APHS IB Equity,India,2016,1,1,1,1,1,1,1,1,0,1,0,1,1,11,11.21,-0.14,0.05,0.38,0.57,0.00
APNT IB,APNT IB Equity,India,2016,1,1,1,1,1,1,1,1,0,1,0,1,1,11,11.57,-0.08,0.04,0.03,0.30,0.01
ARBP IB,ARBP IB Equity,India,2016,1,1,1,1,1,1,1,1,0,1,0,1,0,10,11.98,-0.10,0.05,0.32,0.26,0.03
AXSB IB,AXSB IB Equity,India,2016,1,1,1,1,1,0,1,1,0,1,0,1,1,10,15.51,0.00,0.04,0.24,0.01,NA
BAF IB,BAF IB Equity,India,2016,1,1,1,1,1,0,1,1,0,1,0,1,0,9,13.06,0.00,0.03,0.79,0.01,NA
BHARTI IB,BHARTI IB Equity,India,2016,1,1,1,1,1,0,1,1,0,1,0,1,0,9,14.63,-0.09,0.02,0.45,0.29,0.00
BHE IB,BHE IB Equity,India,2016,1,0,0,1,1,0,0,1,0,1,0,1,0,6,12.13,-0.04,0.39,0.00,0.07,0.00
BHEL IB,BHEL IB Equity,India,2016,1,1,0,1,1,0,1,1,0,1,0,1,1,9,13.39,-0.01,0.15,0.00,0.06,0.01
BHFC IB,BHFC IB Equity,India,2016,1,1,0,1,1,0,1,0,0,1,0,1,1,8,11.33,-0.11,0.05,0.35,0.42,0.00
BHIN IB,BHIN IB Equity,India,2016,1,1,1,1,1,0,0,1,0,1,0,1,0,8,12.24,-0.04,0.15,0.00,0.30,0.00
BJAUT IB,BJAUT IB Equity,India,2016,1,1,0,1,1,0,1,1,0,1,0,1,1,9,12.06,-0.02,0.05,0.00,0.11,0.02
BJFIN IB,BJFIN IB Equity,India,2016,1,1,1,1,1,0,1,1,0,1,0,1,1,10,13.85,0.00,0.02,0.29,0.01,NA
BJHI IB,BJHI IB Equity,India,2016,1,1,1,1,1,0,1,1,0,1,0,1,1,10,11.95,0.00,0.09,0.00,0.00,NA
BOB IB,BOB IB Equity,India,2016,1,1,1,1,0,0,0,0,0,1,0,1,0,6,15.75,-0.01,0.03,0.17,0.01,NA
BOS IB,BOS IB Equity,India,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.73,-0.04,0.15,0.00,0.10,0.01
BPCL IB,BPCL IB Equity,India,2016,1,1,0,1,1,0,0,1,0,1,0,0,1,7,13.67,-0.12,0.02,0.27,0.44,0.00
BRIT IB,BRIT IB Equity,India,2016,1,1,1,1,1,0,1,1,0,1,0,1,1,10,10.46,-0.07,0.02,0.04,0.26,0.01
CCRI IB,CCRI IB Equity,India,2016,1,1,0,1,0,1,0,0,0,1,0,1,1,7,11.47,-0.09,0.09,0.00,0.38,0.00
CDH IB,CDH IB Equity,India,2016,1,1,0,1,1,0,1,1,0,1,0,1,0,8,11.57,-0.09,0.06,0.20,0.34,0.06
CIPLA IB,CIPLA IB Equity,India,2016,1,1,1,1,1,0,1,1,0,1,0,1,0,9,12.26,-0.05,0.04,0.25,0.25,0.05
